# LG	Marker	cM	Scaffold	Scaffold Orientation	Scaffold BP	LG BP	NodeIndex
6	7616	32.8	tig00000701_pilon	+	79753	9815370	8
6	7617	32.8	tig00000701_pilon	+	79930	9815547	8
6	17891	32.8	tig00002469_pilon	-	585883	10557949	8
6	18012	32.8	tig00002493_pilon	+	216236	11360167	8
6	18013	32.8	tig00002493_pilon	+	216259	11360190	8
6	18014	32.8	tig00002493_pilon	+	216482	11360413	8
6	18015	32.8	tig00002493_pilon	+	350102	11494033	8
6	18017	32.8	tig00002493_pilon	+	482520	11626451	8
6	18018	32.8	tig00002493_pilon	+	483059	11626990	8
6	19339	32.8	tig00002595_pilon	+	65549	12090219	8
6	19340	32.8	tig00002595_pilon	+	264752	12289422	8
6	19341	32.8	tig00002595_pilon	+	265232	12289902	8
6	19342	32.8	tig00002595_pilon	+	273643	12298313	8
6	10884	32.8	tig00002316_pilon	-	838328	13984989	9
6	10883	32.8	tig00002316_pilon	-	838323	13984994	9
6	10882	32.8	tig00002316_pilon	-	838313	13985004	9
6	10881	32.8	tig00002316_pilon	-	826729	13996588	9
6	10880	32.8	tig00002316_pilon	-	826719	13996598	9
6	10879	32.8	tig00002316_pilon	-	826713	13996604	9
6	10878	32.8	tig00002316_pilon	-	826182	13997135	9
6	10872	32.8	tig00002316_pilon	-	699788	14123529	9
6	10870	32.8	tig00002316_pilon	-	628033	14195284	9
6	10866	33.34	tig00002316_pilon	-	519217	14304100	9
6	10865	33.34	tig00002316_pilon	-	518811	14304506	9
6	10864	33.34	tig00002316_pilon	-	518685	14304632	9
6	10863	33.34	tig00002316_pilon	-	452786	14370531	9
6	10861	33.34	tig00002316_pilon	-	250618	14572699	9
6	10860	33.34	tig00002316_pilon	-	250617	14572700	9
6	59	33.34	tig00000039_pilon	+	261304	15084720	10
6	60	33.34	tig00000039_pilon	+	262236	15085652	10
6	62	33.34	tig00000039_pilon	+	335235	15158651	10
6	63	33.34	tig00000039_pilon	+	335277	15158693	10
6	1145	33.34	tig00000075_pilon	-	555648	19641311	10
6	1144	33.34	tig00000075_pilon	-	481684	19715275	10
6	1143	33.34	tig00000075_pilon	-	481656	19715303	10
6	1142	33.34	tig00000075_pilon	-	481194	19715765	10
6	6543	33.34	tig00000508_pilon	-	821824	20265127	10
6	6541	33.34	tig00000508_pilon	-	696104	20390847	10
6	6540	33.34	tig00000508_pilon	-	696017	20390934	10
6	6538	33.34	tig00000508_pilon	-	679179	20407772	10
6	6537	33.34	tig00000508_pilon	-	678976	20407975	10
6	6535	33.34	tig00000508_pilon	-	462211	20624740	10
6	6534	33.34	tig00000508_pilon	-	386264	20700687	10
6	6533	33.34	tig00000508_pilon	-	386135	20700816	10
6	6524	33.34	tig00000508_pilon	-	169743	20917208	10
6	6523	33.34	tig00000508_pilon	-	165370	20921581	10
6	6522	33.34	tig00000508_pilon	-	165164	20921787	10
6	6521	33.34	tig00000508_pilon	-	77876	21009075	10
6	4616	33.34	tig00000284_pilon	+	1393644	22480694	11
6	4617	33.34	tig00000284_pilon	+	1393691	22480741	11
6	4618	33.34	tig00000284_pilon	+	1393708	22480758	11
6	4619	33.34	tig00000284_pilon	+	1426346	22513396	11
6	4620	33.34	tig00000284_pilon	+	1426779	22513829	11
6	4621	33.34	tig00000284_pilon	+	1426863	22513913	11
6	4622	33.88	tig00000284_pilon	+	1472587	22559637	11
6	4623	33.88	tig00000284_pilon	+	1626720	22713770	11
6	4624	33.88	tig00000284_pilon	+	1677523	22764573	11
6	4625	33.88	tig00000284_pilon	+	1721935	22808985	11
6	4632	33.88	tig00000284_pilon	+	1962744	23049794	11
6	4634	33.88	tig00000284_pilon	+	2081635	23168685	11
6	4635	33.88	tig00000284_pilon	+	2081712	23168762	11
6	4636	33.88	tig00000284_pilon	+	2099538	23186588	11
6	4840	33.88	tig00000388_pilon	+	329395	23682502	12
6	4841	33.88	tig00000388_pilon	+	330551	23683658	12
6	4842	33.88	tig00000388_pilon	+	341089	23694196	12
6	4843	33.88	tig00000388_pilon	+	341155	23694262	12
6	4844	33.88	tig00000388_pilon	+	341185	23694292	12
6	4845	33.88	tig00000388_pilon	+	341225	23694332	12
6	4846	33.88	tig00000388_pilon	+	341226	23694333	12
6	4847	33.88	tig00000388_pilon	+	351103	23704210	12
6	4848	33.88	tig00000388_pilon	+	351122	23704229	12
6	4849	33.88	tig00000388_pilon	+	351132	23704239	12
6	4850	33.88	tig00000388_pilon	+	351332	23704439	12
6	4851	33.88	tig00000388_pilon	+	351337	23704444	12
6	4852	33.88	tig00000388_pilon	+	353192	23706299	12
6	4853	33.88	tig00000388_pilon	+	353194	23706301	12
6	4854	33.88	tig00000388_pilon	+	353202	23706309	12
6	4855	33.88	tig00000388_pilon	+	353229	23706336	12
6	4856	33.88	tig00000388_pilon	+	353240	23706347	12
6	4860	33.88	tig00000388_pilon	+	358086	23711193	12
6	4861	33.88	tig00000388_pilon	+	367375	23720482	12
6	4864	33.88	tig00000388_pilon	+	463455	23816562	12
6	4871	33.88	tig00000388_pilon	+	868479	24221586	12
6	4872	33.88	tig00000388_pilon	+	876974	24230081	12
6	4876	33.88	tig00000388_pilon	+	980055	24333162	12
6	4878	33.88	tig00000388_pilon	+	1050924	24404031	12
6	4879	33.88	tig00000388_pilon	+	1050958	24404065	12
6	4883	33.88	tig00000388_pilon	+	1239448	24592555	12
6	4884	33.88	tig00000388_pilon	+	1239605	24592712	12
6	4885	33.88	tig00000388_pilon	+	1239664	24592771	12
6	4886	33.88	tig00000388_pilon	+	1239809	24592916	12
6	4888	33.88	tig00000388_pilon	+	1259636	24612743	12
6	4895	33.88	tig00000388_pilon	+	1298943	24652050	12
6	4896	33.88	tig00000388_pilon	+	1332978	24686085	12
6	4897	33.88	tig00000388_pilon	+	1424720	24777827	12
6	4899	33.88	tig00000388_pilon	+	1533255	24886362	12
6	4900	33.88	tig00000388_pilon	+	1575074	24928181	12
6	4901	33.88	tig00000388_pilon	+	1575075	24928182	12
6	4902	33.88	tig00000388_pilon	+	1575084	24928191	12
6	4903	33.88	tig00000388_pilon	+	1677948	25031055	12
6	4907	33.88	tig00000388_pilon	+	1680397	25033504	12
6	4908	33.88	tig00000388_pilon	+	1680875	25033982	12
6	13412	34.41	tig00002359_pilon	-	65136	26380145	13
6	11063	34.95	tig00002320_pilon	-	931699	26785172	14
6	11062	34.95	tig00002320_pilon	-	931681	26785190	14
6	22857	34.95	tig00096895_pilon	-	84725	27793646	14
6	22856	34.95	tig00096895_pilon	-	84465	27793906	14
6	7707	36.03	tig00000794_pilon	-	160990	28082288	15
6	3415	42.48	tig00000111_pilon	-	4664074	28488883	16
6	3413	45.17	tig00000111_pilon	-	4167972	28984985	16
6	3412	45.17	tig00000111_pilon	-	4167957	28985000	16
6	3396	46.25	tig00000111_pilon	-	4094134	29058823	16
6	3395	46.25	tig00000111_pilon	-	4094109	29058848	16
6	3394	46.78	tig00000111_pilon	-	4077064	29075893	16
6	3393	46.78	tig00000111_pilon	-	4077037	29075920	16
6	3392	46.78	tig00000111_pilon	-	4077001	29075956	16
6	3372	46.78	tig00000111_pilon	-	3916014	29236943	16
6	3371	46.78	tig00000111_pilon	-	3915801	29237156	16
6	3345	46.78	tig00000111_pilon	-	3863243	29289714	16
6	3336	46.78	tig00000111_pilon	-	3834913	29318044	16
6	3328	47.86	tig00000111_pilon	-	3831923	29321034	16
6	3319	47.86	tig00000111_pilon	-	3786092	29366865	16
6	3318	47.86	tig00000111_pilon	-	3785832	29367125	16
6	3317	47.86	tig00000111_pilon	-	3785779	29367178	16
6	3312	48.4	tig00000111_pilon	-	3709471	29443486	16
6	3311	48.4	tig00000111_pilon	-	3709466	29443491	16
6	3310	48.4	tig00000111_pilon	-	3709349	29443608	16
6	3309	48.4	tig00000111_pilon	-	3709246	29443711	16
6	3308	48.4	tig00000111_pilon	-	3709242	29443715	16
6	3307	48.4	tig00000111_pilon	-	3709241	29443716	16
6	3306	48.4	tig00000111_pilon	-	3709193	29443764	16
6	3305	48.4	tig00000111_pilon	-	3709107	29443850	16
6	3304	48.4	tig00000111_pilon	-	3709096	29443861	16
6	3303	48.4	tig00000111_pilon	-	3709008	29443949	16
6	3302	48.4	tig00000111_pilon	-	3709005	29443952	16
6	3301	48.4	tig00000111_pilon	-	3708872	29444085	16
6	3300	48.4	tig00000111_pilon	-	3708840	29444117	16
6	3299	48.4	tig00000111_pilon	-	3708816	29444141	16
6	3298	48.4	tig00000111_pilon	-	3708786	29444171	16
6	3297	48.4	tig00000111_pilon	-	3708769	29444188	16
6	3296	48.4	tig00000111_pilon	-	3708761	29444196	16
6	3295	48.4	tig00000111_pilon	-	3708681	29444276	16
6	3294	48.4	tig00000111_pilon	-	3708654	29444303	16
6	3293	48.4	tig00000111_pilon	-	3708610	29444347	16
6	3292	48.4	tig00000111_pilon	-	3708585	29444372	16
6	3291	48.4	tig00000111_pilon	-	3708584	29444373	16
6	3290	48.4	tig00000111_pilon	-	3708029	29444928	16
6	3289	48.4	tig00000111_pilon	-	3707999	29444958	16
6	3288	48.4	tig00000111_pilon	-	3707979	29444978	16
6	3287	52.7	tig00000111_pilon	-	3703761	29449196	16
6	3213	52.7	tig00000111_pilon	-	3284737	29868220	16
6	3212	52.7	tig00000111_pilon	-	3284727	29868230	16
6	3211	52.7	tig00000111_pilon	-	3284725	29868232	16
6	3210	52.7	tig00000111_pilon	-	3284674	29868283	16
6	3209	52.7	tig00000111_pilon	-	3284668	29868289	16
6	3208	52.7	tig00000111_pilon	-	3284599	29868358	16
6	3207	52.7	tig00000111_pilon	-	3284560	29868397	16
6	3206	52.7	tig00000111_pilon	-	3284500	29868457	16
6	3205	52.7	tig00000111_pilon	-	3284443	29868514	16
6	3204	52.7	tig00000111_pilon	-	3284363	29868594	16
6	3203	52.7	tig00000111_pilon	-	3276812	29876145	16
6	3202	52.7	tig00000111_pilon	-	3276783	29876174	16
6	3201	52.7	tig00000111_pilon	-	3276746	29876211	16
6	3200	52.7	tig00000111_pilon	-	3276717	29876240	16
6	3199	52.7	tig00000111_pilon	-	3276643	29876314	16
6	3198	52.7	tig00000111_pilon	-	3276626	29876331	16
6	3197	52.7	tig00000111_pilon	-	3276273	29876684	16
6	3196	52.7	tig00000111_pilon	-	3276133	29876824	16
6	3193	52.7	tig00000111_pilon	-	3189695	29963262	16
6	3177	52.7	tig00000111_pilon	-	3148451	30004506	16
6	3176	52.7	tig00000111_pilon	-	3148349	30004608	16
6	3175	52.7	tig00000111_pilon	-	3148056	30004901	16
6	3174	52.7	tig00000111_pilon	-	3148030	30004927	16
6	3158	52.7	tig00000111_pilon	-	3084370	30068587	16
6	3157	52.7	tig00000111_pilon	-	3084180	30068777	16
6	3156	52.7	tig00000111_pilon	-	3084174	30068783	16
6	3155	52.7	tig00000111_pilon	-	3084170	30068787	16
6	3154	52.7	tig00000111_pilon	-	3084151	30068806	16
6	3153	52.7	tig00000111_pilon	-	3084149	30068808	16
6	3152	52.7	tig00000111_pilon	-	3084145	30068812	16
6	3151	52.7	tig00000111_pilon	-	3084136	30068821	16
6	3150	52.7	tig00000111_pilon	-	3084127	30068830	16
6	3149	52.7	tig00000111_pilon	-	3084126	30068831	16
6	3148	52.7	tig00000111_pilon	-	3084070	30068887	16
6	3147	52.7	tig00000111_pilon	-	3084056	30068901	16
6	3145	52.7	tig00000111_pilon	-	3083955	30069002	16
6	3144	52.7	tig00000111_pilon	-	3083928	30069029	16
6	3136	52.7	tig00000111_pilon	-	3066136	30086821	16
6	3135	52.7	tig00000111_pilon	-	3065987	30086970	16
6	3134	52.7	tig00000111_pilon	-	3065756	30087201	16
6	3133	52.7	tig00000111_pilon	-	3065754	30087203	16
6	3106	52.7	tig00000111_pilon	-	2869396	30283561	16
6	3105	52.7	tig00000111_pilon	-	2869391	30283566	16
6	3104	53.24	tig00000111_pilon	-	2863583	30289374	16
6	3103	53.24	tig00000111_pilon	-	2863545	30289412	16
6	3101	53.24	tig00000111_pilon	-	2839931	30313026	16
6	3100	53.24	tig00000111_pilon	-	2839897	30313060	16
6	3099	53.24	tig00000111_pilon	-	2839613	30313344	16
6	3096	53.24	tig00000111_pilon	-	2810660	30342297	16
6	3093	53.24	tig00000111_pilon	-	2763553	30389404	16
6	3092	53.24	tig00000111_pilon	-	2763414	30389543	16
6	3091	53.24	tig00000111_pilon	-	2746045	30406912	16
6	3090	53.24	tig00000111_pilon	-	2745812	30407145	16
6	3089	53.24	tig00000111_pilon	-	2745750	30407207	16
6	3011	53.77	tig00000111_pilon	-	2545001	30607956	16
6	3010	53.77	tig00000111_pilon	-	2544979	30607978	16
6	3009	54.85	tig00000111_pilon	-	2544652	30608305	16
6	3008	54.85	tig00000111_pilon	-	2544641	30608316	16
6	3007	54.85	tig00000111_pilon	-	2544622	30608335	16
6	3006	54.85	tig00000111_pilon	-	2544615	30608342	16
6	3005	54.85	tig00000111_pilon	-	2544522	30608435	16
6	3004	54.85	tig00000111_pilon	-	2544502	30608455	16
6	3003	54.85	tig00000111_pilon	-	2544436	30608521	16
6	3002	54.85	tig00000111_pilon	-	2544354	30608603	16
6	3001	54.85	tig00000111_pilon	-	2544316	30608641	16
6	3000	54.85	tig00000111_pilon	-	2544287	30608670	16
6	2999	54.85	tig00000111_pilon	-	2544283	30608674	16
6	2998	54.85	tig00000111_pilon	-	2544225	30608732	16
6	2997	54.85	tig00000111_pilon	-	2544067	30608890	16
6	2996	54.85	tig00000111_pilon	-	2544065	30608892	16
6	2995	54.85	tig00000111_pilon	-	2544046	30608911	16
6	2994	54.85	tig00000111_pilon	-	2544045	30608912	16
6	2993	54.85	tig00000111_pilon	-	2544044	30608913	16
6	2992	54.85	tig00000111_pilon	-	2543986	30608971	16
6	2991	54.85	tig00000111_pilon	-	2543981	30608976	16
6	2990	54.85	tig00000111_pilon	-	2543960	30608997	16
6	2989	54.85	tig00000111_pilon	-	2543858	30609099	16
6	2988	54.85	tig00000111_pilon	-	2543842	30609115	16
6	2987	55.92	tig00000111_pilon	-	2537478	30615479	16
6	2986	55.92	tig00000111_pilon	-	2537464	30615493	16
6	2985	55.92	tig00000111_pilon	-	2537399	30615558	16
6	2984	55.92	tig00000111_pilon	-	2537381	30615576	16
6	2983	55.92	tig00000111_pilon	-	2537346	30615611	16
6	2982	55.92	tig00000111_pilon	-	2537300	30615657	16
6	2981	55.92	tig00000111_pilon	-	2537290	30615667	16
6	2980	55.92	tig00000111_pilon	-	2537257	30615700	16
6	2979	55.92	tig00000111_pilon	-	2537218	30615739	16
6	2978	55.92	tig00000111_pilon	-	2537212	30615745	16
6	2977	55.92	tig00000111_pilon	-	2537186	30615771	16
6	2976	55.92	tig00000111_pilon	-	2536759	30616198	16
6	2974	55.92	tig00000111_pilon	-	2496024	30656933	16
6	2973	55.92	tig00000111_pilon	-	2495874	30657083	16
6	2956	55.92	tig00000111_pilon	-	2475537	30677420	16
6	2955	55.92	tig00000111_pilon	-	2474854	30678103	16
6	2954	55.92	tig00000111_pilon	-	2469001	30683956	16
6	2953	55.92	tig00000111_pilon	-	2468976	30683981	16
6	2952	55.92	tig00000111_pilon	-	2468932	30684025	16
6	2951	55.92	tig00000111_pilon	-	2468920	30684037	16
6	2950	55.92	tig00000111_pilon	-	2468886	30684071	16
6	2949	55.92	tig00000111_pilon	-	2468884	30684073	16
6	2948	55.92	tig00000111_pilon	-	2468685	30684272	16
6	2851	56.46	tig00000111_pilon	-	2288298	30864659	16
6	2850	56.46	tig00000111_pilon	-	2288025	30864932	16
6	2847	56.46	tig00000111_pilon	-	2282649	30870308	16
6	2846	56.46	tig00000111_pilon	-	2282464	30870493	16
6	2845	56.46	tig00000111_pilon	-	2282345	30870612	16
6	2803	57	tig00000111_pilon	-	2182772	30970185	16
6	2802	57	tig00000111_pilon	-	2182292	30970665	16
6	2801	57	tig00000111_pilon	-	2182286	30970671	16
6	2800	57	tig00000111_pilon	-	2182263	30970694	16
6	2799	57	tig00000111_pilon	-	2182095	30970862	16
6	2798	57	tig00000111_pilon	-	2182049	30970908	16
6	2797	58.61	tig00000111_pilon	-	2167928	30985029	16
6	2796	58.61	tig00000111_pilon	-	2167904	30985053	16
6	2795	58.61	tig00000111_pilon	-	2167754	30985203	16
6	2794	58.61	tig00000111_pilon	-	2167706	30985251	16
6	2793	58.61	tig00000111_pilon	-	2167670	30985287	16
6	2792	58.61	tig00000111_pilon	-	2167659	30985298	16
6	2791	58.61	tig00000111_pilon	-	2167634	30985323	16
6	2790	58.61	tig00000111_pilon	-	2167625	30985332	16
6	2789	58.61	tig00000111_pilon	-	2167554	30985403	16
6	2788	58.61	tig00000111_pilon	-	2167550	30985407	16
6	2787	58.61	tig00000111_pilon	-	2167520	30985437	16
6	2786	58.61	tig00000111_pilon	-	2167504	30985453	16
6	2785	58.61	tig00000111_pilon	-	2167413	30985544	16
6	2784	58.61	tig00000111_pilon	-	2167328	30985629	16
6	2781	58.61	tig00000111_pilon	-	2164747	30988210	16
6	2780	58.61	tig00000111_pilon	-	2164707	30988250	16
6	2779	58.61	tig00000111_pilon	-	2164272	30988685	16
6	2778	58.61	tig00000111_pilon	-	2164249	30988708	16
6	2777	58.61	tig00000111_pilon	-	2164163	30988794	16
6	2776	58.61	tig00000111_pilon	-	2163994	30988963	16
6	2775	58.61	tig00000111_pilon	-	2163969	30988988	16
6	2774	58.61	tig00000111_pilon	-	2163914	30989043	16
6	2773	58.61	tig00000111_pilon	-	2056391	31096566	16
6	2772	58.61	tig00000111_pilon	-	2056378	31096579	16
6	2771	58.61	tig00000111_pilon	-	2056164	31096793	16
6	2770	58.61	tig00000111_pilon	-	2056136	31096821	16
6	2731	59.15	tig00000111_pilon	-	1920492	31232465	16
6	2730	59.15	tig00000111_pilon	-	1920489	31232468	16
6	2729	59.15	tig00000111_pilon	-	1920468	31232489	16
6	2728	59.15	tig00000111_pilon	-	1920465	31232492	16
6	2727	59.15	tig00000111_pilon	-	1920435	31232522	16
6	2726	59.15	tig00000111_pilon	-	1920369	31232588	16
6	2725	59.15	tig00000111_pilon	-	1919816	31233141	16
6	2724	59.15	tig00000111_pilon	-	1919796	31233161	16
6	2723	59.15	tig00000111_pilon	-	1919762	31233195	16
6	2722	59.15	tig00000111_pilon	-	1919748	31233209	16
6	2721	59.15	tig00000111_pilon	-	1919705	31233252	16
6	2720	59.15	tig00000111_pilon	-	1919695	31233262	16
6	2719	59.15	tig00000111_pilon	-	1919618	31233339	16
6	2686	59.15	tig00000111_pilon	-	1827740	31325217	16
6	2685	59.15	tig00000111_pilon	-	1827716	31325241	16
6	2684	59.15	tig00000111_pilon	-	1827648	31325309	16
6	2683	59.15	tig00000111_pilon	-	1827468	31325489	16
6	2682	59.15	tig00000111_pilon	-	1827442	31325515	16
6	2681	59.15	tig00000111_pilon	-	1827412	31325545	16
6	2589	59.69	tig00000111_pilon	-	1677357	31475600	16
6	2588	59.69	tig00000111_pilon	-	1677306	31475651	16
6	2566	60.76	tig00000111_pilon	-	1656856	31496101	16
6	2560	60.76	tig00000111_pilon	-	1651735	31501222	16
6	2559	60.76	tig00000111_pilon	-	1651720	31501237	16
6	2558	60.76	tig00000111_pilon	-	1651702	31501255	16
6	2557	60.76	tig00000111_pilon	-	1651612	31501345	16
6	2556	60.76	tig00000111_pilon	-	1651401	31501556	16
6	2555	60.76	tig00000111_pilon	-	1651372	31501585	16
6	2554	60.76	tig00000111_pilon	-	1651366	31501591	16
6	2553	60.76	tig00000111_pilon	-	1651114	31501843	16
6	2552	60.76	tig00000111_pilon	-	1651111	31501846	16
6	2551	60.76	tig00000111_pilon	-	1651098	31501859	16
6	2550	60.76	tig00000111_pilon	-	1651057	31501900	16
6	2549	60.76	tig00000111_pilon	-	1651002	31501955	16
6	2548	60.76	tig00000111_pilon	-	1650955	31502002	16
6	2547	60.76	tig00000111_pilon	-	1650912	31502045	16
6	2546	60.76	tig00000111_pilon	-	1650886	31502071	16
6	2545	60.76	tig00000111_pilon	-	1650837	31502120	16
6	2544	60.76	tig00000111_pilon	-	1650823	31502134	16
6	2543	60.76	tig00000111_pilon	-	1647261	31505696	16
6	2542	60.76	tig00000111_pilon	-	1647007	31505950	16
6	2541	60.76	tig00000111_pilon	-	1646848	31506109	16
6	2540	61.84	tig00000111_pilon	-	1621415	31531542	16
6	2539	61.84	tig00000111_pilon	-	1621409	31531548	16
6	2538	61.84	tig00000111_pilon	-	1621351	31531606	16
6	2537	61.84	tig00000111_pilon	-	1621320	31531637	16
6	2536	61.84	tig00000111_pilon	-	1620751	31532206	16
6	2535	61.84	tig00000111_pilon	-	1620676	31532281	16
6	2534	61.84	tig00000111_pilon	-	1620675	31532282	16
6	2533	61.84	tig00000111_pilon	-	1620671	31532286	16
6	2532	61.84	tig00000111_pilon	-	1620636	31532321	16
6	2531	61.84	tig00000111_pilon	-	1620581	31532376	16
6	2530	61.84	tig00000111_pilon	-	1620562	31532395	16
6	2529	61.84	tig00000111_pilon	-	1620560	31532397	16
6	2528	61.84	tig00000111_pilon	-	1620535	31532422	16
6	2527	61.84	tig00000111_pilon	-	1620468	31532489	16
6	2526	61.84	tig00000111_pilon	-	1620437	31532520	16
6	2525	61.84	tig00000111_pilon	-	1620415	31532542	16
6	2524	61.84	tig00000111_pilon	-	1614372	31538585	16
6	2523	61.84	tig00000111_pilon	-	1614326	31538631	16
6	2522	61.84	tig00000111_pilon	-	1613061	31539896	16
6	2521	61.84	tig00000111_pilon	-	1587169	31565788	16
6	2520	61.84	tig00000111_pilon	-	1586867	31566090	16
6	2507	61.84	tig00000111_pilon	-	1566866	31586091	16
6	2498	61.84	tig00000111_pilon	-	1548572	31604385	16
6	2497	61.84	tig00000111_pilon	-	1548563	31604394	16
6	2496	61.84	tig00000111_pilon	-	1548373	31604584	16
6	2495	61.84	tig00000111_pilon	-	1548141	31604816	16
6	2446	61.84	tig00000111_pilon	-	1480420	31672537	16
6	2445	61.84	tig00000111_pilon	-	1480330	31672627	16
6	2444	61.84	tig00000111_pilon	-	1479939	31673018	16
6	2443	61.84	tig00000111_pilon	-	1479866	31673091	16
6	2374	61.84	tig00000111_pilon	-	1372919	31780038	16
6	2373	61.84	tig00000111_pilon	-	1372895	31780062	16
6	2360	61.84	tig00000111_pilon	-	1353592	31799365	16
6	2359	61.84	tig00000111_pilon	-	1353548	31799409	16
6	2358	61.84	tig00000111_pilon	-	1353281	31799676	16
6	2357	61.84	tig00000111_pilon	-	1353215	31799742	16
6	2356	61.84	tig00000111_pilon	-	1348253	31804704	16
6	2355	61.84	tig00000111_pilon	-	1348229	31804728	16
6	2354	61.84	tig00000111_pilon	-	1348199	31804758	16
6	2353	61.84	tig00000111_pilon	-	1348167	31804790	16
6	2352	61.84	tig00000111_pilon	-	1348010	31804947	16
6	2351	61.84	tig00000111_pilon	-	1347758	31805199	16
6	2318	61.84	tig00000111_pilon	-	1235957	31917000	16
6	2184	61.84	tig00000111_pilon	-	1150114	32002843	16
6	2183	61.84	tig00000111_pilon	-	1150018	32002939	16
6	2169	61.84	tig00000111_pilon	-	1134087	32018870	16
6	2168	61.84	tig00000111_pilon	-	1133786	32019171	16
6	2167	63.45	tig00000111_pilon	-	1133569	32019388	16
6	2166	63.45	tig00000111_pilon	-	1133422	32019535	16
6	2165	63.45	tig00000111_pilon	-	1133380	32019577	16
6	2164	63.45	tig00000111_pilon	-	1133370	32019587	16
6	2163	63.45	tig00000111_pilon	-	1133275	32019682	16
6	2162	63.45	tig00000111_pilon	-	1133245	32019712	16
6	2161	63.45	tig00000111_pilon	-	1133165	32019792	16
6	2160	63.45	tig00000111_pilon	-	1133074	32019883	16
6	2159	63.45	tig00000111_pilon	-	1133067	32019890	16
6	2141	63.99	tig00000111_pilon	-	1027683	32125274	16
6	2140	63.99	tig00000111_pilon	-	1027680	32125277	16
6	2139	63.99	tig00000111_pilon	-	1027669	32125288	16
6	2138	63.99	tig00000111_pilon	-	1027597	32125360	16
6	2137	63.99	tig00000111_pilon	-	1027564	32125393	16
6	2136	63.99	tig00000111_pilon	-	1026651	32126306	16
6	2135	63.99	tig00000111_pilon	-	1026583	32126374	16
6	2134	64.53	tig00000111_pilon	-	1015256	32137701	16
6	2131	64.53	tig00000111_pilon	-	1008413	32144544	16
6	2130	64.53	tig00000111_pilon	-	1008214	32144743	16
6	2129	64.53	tig00000111_pilon	-	1008181	32144776	16
6	1903	64.53	tig00000111_pilon	-	770631	32382326	16
6	1902	64.53	tig00000111_pilon	-	770590	32382367	16
6	1901	64.53	tig00000111_pilon	-	770582	32382375	16
6	1900	67.75	tig00000111_pilon	-	760631	32392326	16
6	1899	67.75	tig00000111_pilon	-	760418	32392539	16
6	1898	67.75	tig00000111_pilon	-	760339	32392618	16
6	1897	67.75	tig00000111_pilon	-	760296	32392661	16
6	1896	67.75	tig00000111_pilon	-	758459	32394498	16
6	1895	67.75	tig00000111_pilon	-	758411	32394546	16
6	1888	67.75	tig00000111_pilon	-	727981	32424976	16
6	1793	67.75	tig00000111_pilon	-	535209	32617748	16
6	1792	67.75	tig00000111_pilon	-	535207	32617750	16
6	1776	68.83	tig00000111_pilon	-	490127	32662830	16
6	1775	68.83	tig00000111_pilon	-	490078	32662879	16
6	1764	68.83	tig00000111_pilon	-	480862	32672095	16
6	1763	68.83	tig00000111_pilon	-	480844	32672113	16
6	1759	68.83	tig00000111_pilon	-	469417	32683540	16
6	1758	68.83	tig00000111_pilon	-	469327	32683630	16
6	1757	68.83	tig00000111_pilon	-	469268	32683689	16
6	1728	68.83	tig00000111_pilon	-	447996	32704961	16
6	1727	68.83	tig00000111_pilon	-	447991	32704966	16
6	1726	68.83	tig00000111_pilon	-	447960	32704997	16
6	1725	68.83	tig00000111_pilon	-	447919	32705038	16
6	1724	68.83	tig00000111_pilon	-	447852	32705105	16
6	1723	68.83	tig00000111_pilon	-	447844	32705113	16
6	1722	68.83	tig00000111_pilon	-	447791	32705166	16
6	1721	68.83	tig00000111_pilon	-	447781	32705176	16
6	1720	68.83	tig00000111_pilon	-	447780	32705177	16
6	1719	68.83	tig00000111_pilon	-	447759	32705198	16
6	1674	68.83	tig00000111_pilon	-	422578	32730379	16
6	1673	68.83	tig00000111_pilon	-	422445	32730512	16
6	1672	68.83	tig00000111_pilon	-	422264	32730693	16
6	1671	68.83	tig00000111_pilon	-	422243	32730714	16
6	1670	68.83	tig00000111_pilon	-	422139	32730818	16
6	1636	68.83	tig00000111_pilon	-	402407	32750550	16
6	1634	68.83	tig00000111_pilon	-	402354	32750603	16
6	1622	69.37	tig00000111_pilon	-	319338	32833619	16
6	1620	69.37	tig00000111_pilon	-	314754	32838203	16
7	21341	2.69	tig00002776_pilon	+	22989	22989	0
7	21343	3.23	tig00002776_pilon	+	44859	44859	0
7	21344	3.23	tig00002776_pilon	+	44894	44894	0
7	21345	3.23	tig00002776_pilon	+	44945	44945	0
7	21346	3.23	tig00002776_pilon	+	44960	44960	0
7	21347	3.23	tig00002776_pilon	+	44979	44979	0
7	21348	3.23	tig00002776_pilon	+	45019	45019	0
7	21349	3.23	tig00002776_pilon	+	45043	45043	0
7	21350	3.23	tig00002776_pilon	+	45103	45103	0
7	21351	3.23	tig00002776_pilon	+	45319	45319	0
7	21352	3.23	tig00002776_pilon	+	45410	45410	0
7	21353	3.23	tig00002776_pilon	+	45452	45452	0
7	21354	3.23	tig00002776_pilon	+	45456	45456	0
7	21355	3.23	tig00002776_pilon	+	45474	45474	0
7	21356	3.23	tig00002776_pilon	+	45544	45544	0
7	21357	3.23	tig00002776_pilon	+	45547	45547	0
7	21358	3.23	tig00002776_pilon	+	45571	45571	0
7	21359	3.23	tig00002776_pilon	+	45582	45582	0
7	21360	3.23	tig00002776_pilon	+	45586	45586	0
7	21361	3.23	tig00002776_pilon	+	45590	45590	0
